id,Comment,Sentiment
43,These  sweatpants  crumbled very fast like feta cheese. They started to get holes in the butt area. I was too trusting and I bought 3 pairs that were all tearing withing 4 weeks. The pants were cheap and they did not last. I am a dissatisified customer. ,Negative
46,"Beware of the zippers on these sweatpants. They have zippers for the ankles, they worked fine for about a week then started to always get jammed. Now one of it has broken entirely and wont zip back up, so the pants are ruined. Only wore them about 10 times. But the fit and material are nice, just cheap zippers.",Negative
48,These sweatpants seemed to be trusted quality. I normally wear a small and bought a medium. The medium was snug. I returned it and got an l that was perfect so order 2 sizes up! ,Positive
49,"If showing off your butt is what you are going for buy these pants. I followed the size chart to the T and even bought a size up but when I received these swetpants, they were skin tight. Save your time and money and go to a store where you can try clothes on. ",Negative
53,"The covering at the end of the draw strings fell on these pants after wearing them once. There were flaws in the  sweatpantshere. Otherwise, I would recommend these sweats. ",Negative
54,I have gained weight and it was a struggle to find sweatpants that can still flatter my figure when I go to the gym. These pants were amazing and they were not too tight. ,Positive
55,"They fit great and look amazing. The material and the zippers on these sweatpants are average quality. But the zippers broke only after a few uses, they cant really last forever ...",Positive
56,"Bought these for my brother for his marathon training . He says they are comfortable, but should have probably ordered medium. They are a slightly tight fit and you need a little more room for your training. other than that they are great workout sweatpants that also wash well. I hang them out to dry on the clothes line to prevent shrinkage. ",Positive
57,"Really liked the price, and the quality of fabric but I'm 6' 4"", 185lbs and took size large. They just looked like big oversized pyjama pants and were too long. I returned them and ordered a size medium, I am happy with my new pair of sweatpants. ",Positive
58,"I am really happy i ordered these sweatpants, when I received them they were longer but now they grew shorter from shrinkage.. I am 6’2 and when i got them they were slightly below my ankle and they are above my ankle. They are very comfy and a simple pair of running pants or loungewear.",Positive
59,Grime-esque sweatpants. Wanna look like Stormzy? Well these are the perfect Stormzy pants that you can Vossi Bop in.  Good for the streets,Positive
60,"I'm a heavy set man and I like wearing clothes that leave a little wiggle room. When I first put these sweatpants on I thought they were too large, but after washing them, they yshrunk to my perfect size. If they had not shrunk I would have returned them. They are fluffy and the material is a perfect fit, I mostly like the length. Fabric is all great quality. ",Positive
61,"I am a bulky man from muscle that I have gained from my extreme working out. Size XL for these sweatpants fit me well, not snug but the right kind of sexy loose. The material allows air circulation and allows me to cool down at the gym. I would repurchase these pants. ",Positive
62,I bought these sweatpants for my boyfriend. His touche is adorable in them. My boyfriend cannot stop bragging about how comfortable they are.,Positive
63,These sweatpants  have a fitted look to them. The man area had adequate length and my 'boys' were not squashed in the pants. You cannot beat the price on these pants. I am also using them as lounge wear. The colors have not faded yet after many laundry cycles. ,Positive
64,"These pants fit well, and the material quality makes them feel more comfortable than any other pair I have owned. A small gripe is the slight fraying at the bottom of the pants -- I wish they were more tapered for a more streamlined look. Overall, I would recommend the pants to anyone looking for a gym or even casual everyday sweatpants. They are so comfortable.",Positive
66,"Unfortunately, you get what you pay for. Cheap deal gives you cheap sunglasses that fall apart straight from their packaging. Some parts of the sunglasses were missing but I noticed they had fallen into the box I salvaged them and my boyfriend fixed them but he fixes did not last a week. The seller refused to accept them for returns. Stay away from this horror story. ",Negative
67,The sunglasses sit crooked on the face. I never thought I would have used crooked and sunglasses in the same sentence but here we are. Will not purchase these ever again. ,Negative
68,"After only one day with these sunglasses, I noticed that the two lense had different colors. This is ridiculous. These guys should consider selling pirate eye patches, that were they are headed at this rate. Stay away from their glasses.  ",Negative
69,No ultraviolet protection for these  sunglasses  as the description claims. They used deceipt to get us to buy the glasses. They are not getting a repeat purchase from me. ,Negative
70,The ear pads that are supposed to protect your ear hurt my childs ear with these  sunglasses. I am disappointed. They woudnlt accept returns and the ear pad is not an easy fix. Money down the drain. ,Negative
71,"These sunglasses were a good buy for a cheap add on to my christmas stockings, however they are horribly made, I was embarrased when my nephew opened them on Christmas day and they fell apart from the packaging . ",Negative
72,"Great pair of sunglasses for a good price except for the part where my husband received them and brand new from the box, they looked like they had been worn for 5 years already with scratches and all. Easy and cheap doesn’t do it. ",Negative
73,"After wearing them for only 3 times, they cracked maybe its because of how my head is broader than the average human head.  The packaging was not that durable for a pair of sunglasses and I wish they came with a case. ",Negative
74,"I never thought I would say, 'I have found the one!' for sunglasse but I think this is the one pair that makes me look trendy and chic. They sit on my face well and frame my features perfectly. They are a good pair of quality glasses ",Positive
75,Absolutely perfect sunglasses for small faces. I got this pair when I lost my old pair. Everyone asks me about them. They were a good buy. I even had them fitted for my prescriptions.  ,Positive
76,"Sunglasses were true to their description. They really protect my eyes from the sun. They are a great fit, I have even gone biking with them and they protected my eyes from the wind and never fell from my face.  ",Positive
77,"We sail a lot and we were looking for a great pair of sunglasses that we could wear even when we switched to jetskiing. My oh my, this pair was made for the water. I got one for everyone in my family and we all love them. ",Positive
78,"I bought these sunglasses for my winter trip with my wife to Florida. We knew we were going to be exposed to the sun for many months. They arrived in time for our trip. We wore them every day for the 6 months that we were in Florida. They are durable, we didn’t expect to have them for this long. ",Positive
79,The only Negative thing that I would say about the sunglasses is that they are too dark than what the picture shows. However this is not to say that it's a bad thing. I actually like darker sunglasses. I wore them to my son's baseball game for the first time on a windy day and they very well served their purpose,Positive
80,"I like that the sunglasses come with two options for cases - the hard case and the soft case with padding and a drawstring at the top. The price is also right. For the quality of the sunglasses, I can afford to have one pair in the car and one pair in my handbag all the time.  ",Positive
81,"Trendy sunglasses that do not make you look cheap at all. I was tired of seeing poor quality sunglasses that have shimmer on all the wrong places and just looked cheap. I am very happy with my affordable purchase. If this pair lasts long with no issues for a few months, I will go back and buy another pair ",Positive
82,The first pair of sunglasses that I bought arrived all damaged from the box. I returned it and told the seller of the damage. The seller was quick to respond. I received a refund on the first pair and they sent a good pair for free. Now that's what I call integrity. I will be doing business with them again. I have no issues with the replacement pair and they fit perfectly!,Positive
83,Its always a struggle to find sunglasses that wrap around my face well. When these sunglasses where delivered I immediately fell in love with the way they framed my face. They are also a very affordable pair that did not break my bank,Positive
84,Excellent fit. Excellent tint. These sunglasses are the GOAT! Everyone needs to have a pair  ,Positive
85,"Sunglasses are a great fit for my narrow face. They are also lightweight. It doe not feel like you have glasses on at all. I have had my pair for more than 2 years now. Sunglasses usually last a season only for me, this pair has stood the test of time I strongly recommend it! ",Positive
86,These boots let in water within 1 monthof buying them. I was first drawn to them because of the cute picture on the website but they did not live up to what the description said. I am highly disappointed,Negative
87,I think these boots were made for a Florida or Texas winter. They are not warm at all for a real Canadian winter. The temperature ratings on the website are all a lie. I would not wish even my worst enemy to buy this boot. ,Negative
88,The website says the boots are for women with wide calves. I have very wide calves and I thought I had finally found a winter boot that I would look cute in without forcing in on my legs. I was very disappointed when I received these boots. First they were not delivered on time then I could not fit my calves in them because they hava a tight zipper on the side. I returned them immediately ,Negative
89,I can's even imagine if the company that made these boots has a quality assurance team. The boots insoles were sloped such that your foot slides to the front of the boot. This meant that my toes would always be jammed to the front of the boot. It was the most painful pair of shoes I ever owned. I wish I had realised this design flow before i wore them outside and returned them. I only came to the realization after wearing them a few times. HIghly disappointed eh! ,Negative
90,The outside of the boots looks cute but he inside leaves a lot to be desired. It's one of those things  that the pictures online do not not capture and the description can never tell. You will only get to find out after you have worn the boot for some time. My niece and i bought matching pairs but we could not return them so now we are stuck with 2 pairs of boots we barely wore. What a waste of money.  ,Negative
91,"The fur inside these boots was not as soft as the description made it out to be. For the price of these boots, I would choose a more durable brand. I happily returned this pair for my money back, what an inconvenience. I will continue to shop for a better boot. ",Negative
92,"Sizes for these boots run pretty high. I bought my ususal size 6 and when I received them, my leg slid right in and left so much room, I could not cover it up with socks. Also they delivered different lengths for the boots - one was ankle height, the other was slightly taller. I am returning them. ",Negative
93,Not a perfect fit for my wide feet. The boots sizes are captioned as 9w in the descritpion but this was not true. They are so narrow that they hurt my feet. I only realized after I wore them in the snow to a party. This means I cannot return them anymore because of the salt lines they now have. Such marketing deception. I will buy anything from them again ,Negative
94,"When I took these boots from the box, these was a spot inside one of them where the padding was clumped up. I think it’s glue build up. This pair should not have been sold or maybe should have been sold at a discount. Also the other boots lace was way short, it was not enough to tie them up.I am not pleased with these boots, they are going back",Negative
95,"I need my shoes in half sizes. The pictures of these boots looked amazing on the website and I decided to try them out in a full size up. Even though they are comfortable, I wish they were made in half sizes. I will be returning the pair and writing to the manufacturer",Negative
96,"These boots hurt my feet at the back. They rubbed up against my ankle until I started bleeding. Even after putting a bandaid, they still hurt. This was only after wearing them for one day. It meant that with the blood stains I could not return them. It's frustrating because they are my right size. I guess the sizes run lower. Stay away from these, dont let the pictrure and description fool you.",Negative
98,The manufacturers have changed a lot on this boot. It used to be so comfortable. Felt like I was walking on some fluffy candy floss with my old pair but this new pair I got is so thin. They are maintaining the price and compromising on quality to make profits. ,Negative
99,"I wouldn't write home about these boots. The inside material started to wear off after 3 months. I would say that would be normal wear and tear for any type of shoe but for the price tag on these boots, I expected a little more durability ",Negative
100,"Classis boots, I have had this pair since last season. They are comfortable and toasty. I had to return a pair that initially came in the mail when I bpiught them last year because they sent me the wrong color. Other than that mishap, I do not have anything Negative to say about the boots ",Positive
101,I returned these boots. The look lighweight on the pictures and the descriptions does not list any heavy material that was used to make them but to my surprise they were a heavy pair that I could not lug on my tiny feet,Negative
102,These cute little boots are only cute in the picture. They were delivered right on time but when I tried to put them on it was a nightmare. I had to sit down and wiggle just to wear boots. The ankle is just too tall - they were desperately in need of a zipper on the side. I sent them back,Negative
103,"Looked like work boots in real life. I could not stand their look when they were delivered. I am into goth clothing but this was just too industrial looking for me. The price was right but not my style. Off to the seller, they just had to be returned",Negative
104,I have owned a pair of similar boots before. This was a repurchase because I was impressed with the first pair. I can’t say the same for this one. It is too stiff on my foot which is one of those things you don't realise right after you unbox or after a few 'wears'. I am still going to wear them out because I dont believe in waste and not using things to the max but I am disappointed. I will be looking elsewhere for my next pair of boots ,Negative
105,"When I received these boots in the mail, they had a broken seam close to the zipper. I returned them and received a better pair. The pair that was not damaged did not last though. It fell apart on the zipper seams after I wore it for one winter season. The first broken zipper seams should have been a cue for me to get my money back instead of another pair of boots",Negative
106,Delivery was a nightmare for these boots. I ordered them because I had a snowshoeing trip lined up in 2 weeks. The delivery promise was 1 week from time of order. I ended up leaving for my trip without receiving the boots. I had to borrow my cousin's boots. I am now enjoying the pair but the delivery sucks ,Negative
107,No grip on these boots . I almost fell 5X the first time I wore them to work. I didn't want to buy a pair of yak traks on top of purchasing expensive boots which were touted as having tractor grip. I 'm disappointed. Shoes need not have renovations done on them,Negative
108,Even my thick socks could not save these saggy boots. They are not true to normal sizes. I wear a size 13 and I always look for comfort in my shoes. Did not find either comfort or fit in these shoes and I sent them packing ,Negative
109,My feet swole after I wore these twice. For the price of these boots I expected nothing short of perfection. I guess they are right when they say if you want perfect go to heaven. Tehse boots sent me right to hell. I couldn't return them so I sold them to our local consignment store,Negative
110,"When you need a party of army men to help you get into a shoe, you know it's badly flawed. I tried many ways to put these boots on painlessly after I received them but the whole process brought tears and it was the hardest try-on I have ever done In my life. The price is right, the design is severy flawed. More stretch material on the sides may have salvaged this boot's reputation. Boots have been returned",Negative
111,"I loved the rubber sole on these boots . But the fit was too tight. Think of a very tight embrace from your granny, that what this boot did to my feet. Now I like my grandmothers embraces, only from her and only a few times a year. A shoe should be comfortable. I returned these shoes only because of the snug fit ",Negative
113,"My mother wore boots from this seller in her teens and they stood the test of time then. I think they are now crumbling to the time test now. I bought a pair two months ago and I wore them on my 3 week trip to Europe, the soles are already starting to give in. Maybe I abused them a little but I expected more from this brand at that price than only a 3-week lifespan ",Negative
114,The boots formula changed. I owned a pair sometime back and they were then discontinued. When I saw them back on the website I was excited and I bought the exact same size I had bought before but this time there were delays in delivery and the boots looked cheap straight from the packaging. I wore them anyway but I should have known better and returned them - not the same boot anymore :-( ,Negative
115,"Waiting for the boots until kingdom come was not fun. I paid a huge price for them, all I was asking for was 1 week delivery as promised in the  description ",Negative
116,"Cute boots in the picture, not as cute when you see them face-to-face. I guess the camera lies. I sent them packing ",Negative
117,"Unfortunately I will return these boost. I think they have too many unnecessary zippers on the sides that take away from the bourgie look I was going for. With all the shiny zippers, they really look cheap. ",Negative
119,"They are slightly different boots from the pair that I bought from the same selller last year but I still love them. It looks like I struck gold, I havent been disappointed by any of the shoe purchases I have made from this seller and the price is affordable . ",Positive
120,"I bought these boots as a gift for my daughters graduation. They arrived just in time for the big day. My daughter loves them, she has ignored all the other boots in her closet for this pair",Positive
121,"Color looks great with most of my pants, dresses and skirts. I have struggled in the past to get an all rounder boots that I can match with most of the clothes in my wardrobe. This comfortable, cozy and warm boot checks all the boxes that I have been looking for in a winter boot.  I approve! ",Positive
122,"I would buy these boots over and over and over again. You can tell that a lot of thought was put into making these shoes strong and durable while attractive and stylish at the same - a hard combo to achieve for winter boots. I donl't mind that they are a little pricy, I like to pay for good quality  ",Positive
123,I thought these boots were waterproof from the description but they are not. I resolved that problem by buying one of those waterproof sprays for boots from my local shoe shop and voila!!! Problem solved. I now have an all weather pair of cute boots that do not let water in ,Positive
124,"I adore them, I bought a pair in brown and they were so comfortabe and cute that I went back to buy the black pair. I have never received as many cmpliments on boots as I have with these pairs. They are a geat quality and a total head-turner ",Positive
125,"The pair I got is a little tight on the calves but that's how I always buy my boots. They will get wider with time. They are my perfect size and they were deliverd earlier than I expected and I went to work looking really cute, also earlier than I expected. Must have for a every woman's wardrobe!  ",Positive
126,Very comfortable pair of boots that I would recommend for anyone who is looking for a boot that is versatile and can be worn at the office and casual occasions ,Positive
127,"Called in to ask about returning the boots for a slightly bigger size. The reperesentative I talked to was super helpful. I was able to return the boots and get my right size in less than 2 weeks. Because of the great customer service and the reasonable prices, I will be shopping for other clothing items form this seller",Positive
128,"Why are you doubting yourself, you should buy these boots already! They are soft and fluffy and the sizing is perfect. You don’t have to think twice about this purchase, they are a great value for your hard earned cash. I have a pair in every color ",Positive
129,Yeh! I am still the greatest gift giver I bought these for my aunt who loves loves loves loves them! She has told me many times that she has referred her friends to this website for the boots. Now quality speaks for itself and I think this boot is selling itself because of its durability and stylish look - no need to market these,Positive
130,The best pair of boots that my husband has ever bought for me. He has a great eye for good quality and his instincts dod not fail us this time. ,Positive
131,"Wearing these and walking aound in them feels like I am floating on a cloud. I have never gotten this great feeling from a pair of boots before. They were a great purchase, I will keep them well to get the most out of them because they were not really cheap ",Positive
133,Sitill waiting for money after I returned the boots. They were not the right ordinary size and they were not industrial boots that I could wear to work as I had hoped. ,Negative
134,Cheaply made boots . They are really not worth the price tag. Do not buy ,Negative
135,The top crumbled after wearing them for only one week. I have a comparable pair of boots that I have had for the past 4 years and it still looks great. ,Negative
136,"I called in to return this pair of boots as they did not fit my niece I had bought a gift for, I was told to return the pair and buy a new pair as there would be no exchanges, I did exactly that and the new pair came with its own fit flaws. Just becasue of the return/exchange policy, I am now stuck with 2 pairs of boots i dont need and there is no response to my inquiries from the seller via email or phone",Negative
137,The sole on these boots fell apart in less than a week. The description talks about how durable they are but this was not true in our case. I have already worn them and I don't know what to do with a sole that now depicts a tongue. ,Negative
138,"I received a pair of defective boots. I emailed the seller pictures of the defects but simply because I had worn them outside and had missed the defects when I examined them out of the package, the seller was adamant about accepting the boots as returns to give me back my hard earned money. I am never buying anything from this seller again ",Negative
139,Sister sent these boots back because they wore out faster than what is promised on the description. Seller denied our flaw claim saying I had damaged them from wear and I tear. Wear and tear from only one week - unbelievable! ,Negative
140,"$300 thrown down the drain for these boots. I cant even imagine the number of boxes the boot did not tick right from taking out of the package. The color is not light blue, rather it’s some shade of gray. The shoe laces were shorter than what the picture shows and the quality was questionable ",Negative
141,Not good for my custodian work - I was looking for a strong boots that can let me climb ladders and get into nooks and crannies without thinking twice about what I step on. This boot failed dismally. The sole if so soft even a small thorn can prickle it. Imagine what harm industrial nails could do to it ,Negative
142,"Ordinarily, I like the brand these boots come from but  have to pass on this pair as it did not live up to the quality I expected from the brand. I sent the pair I bought back before I wore it ",Negative
146,"The box for these boots was an eyesore when I received them. I bought them as a gift for my cousin for his birthday. I had to go through the trouble of buying a better box to put the boots in, in time for Christmas. ",Positive
147,I have had many pairs of boots from this seller in the past and they have all been amazing quality. I don't know what happened with this brand and pair. It was not comfortable. I think the inner padding was not as warm as the description said. I had to buy a new pair of insoles. ,Negative
148,These boots were perfect for the rainy weather that I was exposed to everyday at the new place that I moved to. I wore them mostly casually or on my walk to work and they did a great job protecting my feet from the rain. An unexpected bonus was the comfort,Positive
149,"A baptism gift that I am still being thanked for! My grandson really loved these boots. I bought them in white to match his cute little outfit. It's been 3 years since his baptism and he still wears them, he might be outgrowingthem soon though  ",Positive
150,"I lift a lot of boxes for my work. These boots are great because when I have dropped boxes on my feet, they haven't hurt me. Sometimes I clean and mop water for my job and I havent had my feet wet because these boots are great",Positive
151,The quality of these boots is just amazing. I bought a pair five years ago and I only got rid of that pair because it was worn out. I bought another pair last month and I still swear by the quality of these shoes. They are definitely a great value for money and the seller has exceptional customer service ,Positive
152,The price point for these boots is pretty high. I put in a lot of hours in my job this year so I decided to spoil myself with these shoes. I do not regret my decision. The colour is good and they are comfortable and warm. I only have good things to say. ,Positive
153,The packaging left a lot to be desired but the boots are made strong and they have seen me through 3 winters,Positive
155,Durable and nice looking boots. They definitely serve their purpose and I would buy again ,Positive
156,Bought a pair for work that has kept really well over the years. I had to go back and buy another pair of these boots to use everyday when I am not at work. I got lucky they were discounted at that time,Positive
157,Very soft on the inside and rough and tough on the outside. What a stylish pair of boots that every man needs to have in his wardrobe ,Positive
158,"One can really never have enough of a good thing - same goes for these boots tbh, if they were not expensive I would buy a pair in every colour but I do get that quality has to be slightly pricy",Positive
159,I am a mentor for Big Brother Big Sister. I asked my little brother what he would like for Christmas and he mentioned these boots I had never heard of them before. When they arrived I was having dinner at mine with my family and little brother. He tried them on and they fit like a hand in a glove. He loved the color. I will be buying a pair for my son too ,Positive
160,Color is great. Boots are comfortable. Price is right ,Positive
161,I can't resist wearing these boots everyday. It's like they call my name every morning. I have other shoes in my closet but since these boots arrived 2 months ago I just can't let them go. They are true to size and the description matches them to a T,Positive
162,Solid boots. I have had a pair since my early 20s. This is my third purchase since I bought that first pair and I am still in love. They have lasted on average 5 years which is very very long in the shoe world ,Positive
163,I had issues with a bit of scuff marks when the boots were delivered to me. I Called customer care and I must say I have never had such exceptional service. They directed me on how to make returns and I received the replacement in pair just in time for my event.  I highly recommend ,Positive
164,"It's not just buying boots with this pair. It's a whole experience. Great price, color, quality, delivery, packaging - nothing bad to say ",Positive
165,Every man needs a pair of these boots. They serve a double purpose. I slide right from work to the bar with these boots. The price is on the high end but I pay because I buy one pair for two purposes. ,Positive
166,Versatile boots that I can pair with anything in my wardrobe! I have them in tan and I have no regrets buying,Positive
167,"Bought these boots for my boyfriend when we were invited for a Haloween party. My boyfriend wanted to dress as Sheriff Woody from Toy Story. The boots completed his look. Even though I only bought them for Haloween, he has used them for many other casual outings. I apporove of these boots ",Positive
168,"Very pleased with my purchase of these boots for my son. He wears them for school, work and when he goes out with his friends. He has worn them a lot, I might need to buy a new pair soon but they have really lasted long ",Positive
169,Strong and comfortable ususally don’t go in one sentence but I have to use them both for these boots. They look great and they are also tough. I bought a black pair because I did not want to deal with the bruising especially when you use public transport and walk a lot like I do ,Positive
171,"Contrary to the description online, it was not easy at all to take care of this blouse. I should have been wiser and bought black not white.I am disappointed by the mismatch in description and reality",Negative
172,The blouse was stained when I received. I was so disappointed. I hae to return it  Even the delivery was not on time to begin with I had to wait two more weeks from the promised. I had almost forgotten about it ,Negative
173,Material on this blouse is too dense. You will get toast in the blouse. That is not what I was going for. It's really hard to tell these things from the description or the pictures. I sent it to my local donation box ,Negative
174,Beware of scam advertising. Nothing on the description fit the shirt. It was way too small when I received it even though I normally fit a medium I think their medium is XS. I mean not all of us a stick thin. Buy a better blouse from another seller or go in store to avoind the same disappointment I suffered,Negative
175,"I wish sellers could take time to present their clothing items well. I get that shipping shakes things in their packaging but if something is wrapped well to begin with, it will survive the shipping scuffle. The blouse arrived late and it was too creased, looked like a donkey had chewed it.. like seriously OMG. I was put off, I had to return it.  ",Negative
176,I tried the blouse on after it arrived. Lifted my arms and it ripped. I called to ask about return and they could not take it back because I tore it. What crappy adverstising and customer service. ,Negative
177,Its not silk!!! They lied... The description said the blouse was silk but it's not. I am highly disappointed. I never really wear cotton. What will I do with this old people's apparel? ,Negative
178,The material on this blouse is coarse. I have used a wire brush with my dad in his wood shop - that's how I would describe this piece of bad blouse. I am returning it. I don't care how much it costs,Negative
179,Blouse wont cover your midriff if you are chubby like me. I like my clothes to be decent and I am past the age where I flaunted my tummy. Check and read the blouse length description before you buy. I was disappointed but I now wear it with a camisole ,Negative
180,"Returned this blouse. Colour was amazimg but my right size, M, ran a little small ",Negative
181,"Despite taking great care of this blouse, washing in cold water, on a gentle cycle and hanging outside to dry, this blouse shrank on me. I have assigned it the clothes-to-dye-my-hair-with pile. It wore out after one wash ",Negative
182,"Unfortunately, i have to return this blouse. I don’t know if I was just unlucky. My friends bought the same blouse and they recommended it. I see them wearing it and it looks good on them. I had a bad experience though. Bad size that could not fit and very late delivery with sub par packaging  ",Negative
183,The blouse is made for people who have wide chests and small arms. I am not sure who is built like that. I bought my right size and it was like what I just described. Returned it to get a different size and this time it was tight on the bust and had loose sleeves. I returned the second time for my money. Look elsewhere.,Negative
184,"This was not a flattering purchase. I decided to look past that and still wear the blouse hoping it would grow on me. No, it was a mistake. I feel self conscious about how bad looking the blouse is on me. I just wear it in the house now.Only buy if you are looking for loungewear with bad fit. ",Negative
